timestamp,date,hour,day_of_week,station,city,PM2.5,PM10,NO2,SO2,CO,O3,temperature,humidity,wind_speed,wind_direction,AQI_category
2024-01-29 03:00,2024-01-29,3,Monday,Central,Chennai,36.9,57.9,16.1,16.2,0.61,45.3,20.0,77.0,6.7,SW,Moderate
2024-01-29 04:00,2024-01-29,4,Monday,Central,Chennai,37.3,55.3,17.4,11.1,0.81,42.7,20.6,84.0,3.3,SW,Moderate
2024-01-29 05:00,2024-01-29,5,Monday,Central,Chennai,39.3,57.9,18.9,15.8,1.16,49.0,23.2,70.0,0.8,W,Moderate
2024-01-29 06:00,2024-01-29,6,Monday,Central,Chennai,79.1,128.7,42.3,11.6,0.85,42.9,24.0,57.0,8.1,NW,Poor
2024-01-29 07:00,2024-01-29,7,Monday,Central,Chennai,57.8,91.0,24.2,8.6,1.43,18.7,28.0,67.0,1.0,S,Moderate
2024-01-29 08:00,2024-01-29,8,Monday,Central,Chennai,84.5,125.3,37.9,8.2,1.08,52.2,32.5,53.0,0.6,SE,Poor
2024-01-29 09:00,2024-01-29,9,Monday,Central,Chennai,87.3,122.2,41.8,15.3,2.74,41.0,31.1,52.0,5.9,S,Poor
2024-01-29 10:00,2024-01-29,10,Monday,Central,Chennai,49.0,70.5,23.7,11.0,1.74,44.8,33.4,56.0,1.0,N,Moderate
2024-01-29 11:00,2024-01-29,11,Monday,Central,Chennai,42.9,70.2,19.6,9.6,1.42,65.3,31.6,54.0,1.4,W,Moderate
2024-01-29 12:00,2024-01-29,12,Monday,Central,Chennai,51.2,77.3,20.3,5.2,1.52,61.9,35.3,53.0,0.5,E,Moderate
2024-01-29 13:00,2024-01-29,13,Monday,Central,Chennai,55.9,79.4,27.4,14.4,1.1,28.6,34.9,54.0,0.6,SW,Moderate
2024-01-29 14:00,2024-01-29,14,Monday,Central,Chennai,52.9,73.9,27.0,12.4,1.03,55.7,33.4,61.0,2.8,E,Moderate
2024-01-29 15:00,2024-01-29,15,Monday,Central,Chennai,51.9,81.6,24.3,9.2,0.45,76.1,30.7,54.0,1.3,W,Moderate
2024-01-29 16:00,2024-01-29,16,Monday,Central,Chennai,57.8,84.7,27.7,13.5,1.77,43.0,31.7,59.0,0.9,S,Moderate
2024-01-29 17:00,2024-01-29,17,Monday,Central,Chennai,76.8,102.2,36.4,5.4,2.11,34.2,29.1,59.0,3.6,NW,Poor
2024-01-29 18:00,2024-01-29,18,Monday,Central,Chennai,89.0,133.4,49.8,14.9,0.93,46.1,26.2,69.0,2.6,SE,Poor
2024-01-29 19:00,2024-01-29,19,Monday,Central,Chennai,74.2,107.2,36.1,9.3,0.59,26.0,20.4,78.0,2.6,SW,Poor
2024-01-29 20:00,2024-01-29,20,Monday,Central,Chennai,88.6,142.9,36.9,17.0,1.27,31.4,21.3,73.0,6.2,E,Poor
2024-01-29 21:00,2024-01-29,21,Monday,Central,Chennai,64.9,100.3,31.4,6.1,0.48,43.0,18.0,79.0,1.3,NE,Poor
2024-01-29 22:00,2024-01-29,22,Monday,Central,Chennai,58.4,91.8,29.9,13.8,1.89,45.1,19.2,84.0,2.6,NW,Moderate
2024-01-29 23:00,2024-01-29,23,Monday,Central,Chennai,64.5,103.8,33.7,17.9,1.68,46.8,19.0,77.0,1.6,NE,Poor
2024-01-30 00:00,2024-01-30,0,Tuesday,Central,Chennai,66.0,101.2,33.8,14.2,1.86,37.0,16.5,77.0,6.9,E,Poor
2024-01-30 01:00,2024-01-30,1,Tuesday,Central,Chennai,39.5,63.1,18.0,14.0,1.41,31.2,17.1,78.0,4.4,E,Moderate
2024-01-30 02:00,2024-01-30,2,Tuesday,Central,Chennai,36.7,57.0,18.4,11.8,0.88,44.5,18.8,77.0,2.6,NE,Moderate
2024-01-30 03:00,2024-01-30,3,Tuesday,Central,Chennai,29.4,43.4,13.9,6.5,0.51,25.8,20.5,78.0,1.5,SE,Good
2024-01-30 04:00,2024-01-30,4,Tuesday,Central,Chennai,28.8,43.4,14.8,5.7,0.78,47.7,20.4,72.0,1.9,N,Good
2024-01-30 05:00,2024-01-30,5,Tuesday,Central,Chennai,38.6,61.2,19.8,16.9,0.42,23.4,21.0,66.0,4.2,N,Moderate
2024-01-30 06:00,2024-01-30,6,Tuesday,Central,Chennai,51.4,68.4,25.0,16.8,0.89,36.5,23.9,64.0,0.9,S,Moderate
2024-01-30 07:00,2024-01-30,7,Tuesday,Central,Chennai,80.3,120.6,40.8,6.7,0.71,27.6,28.6,58.0,1.2,NW,Poor
2024-01-30 08:00,2024-01-30,8,Tuesday,Central,Chennai,87.8,133.6,42.9,16.6,0.89,34.9,30.0,57.0,2.1,S,Poor
2024-01-30 09:00,2024-01-30,9,Tuesday,Central,Chennai,79.8,130.4,37.7,15.4,2.99,51.3,33.1,45.0,0.6,SE,Poor
2024-01-30 10:00,2024-01-30,10,Tuesday,Central,Chennai,51.5,77.4,23.4,8.6,0.53,21.0,35.3,54.0,3.2,SE,Moderate
2024-01-30 11:00,2024-01-30,11,Tuesday,Central,Chennai,49.3,76.2,23.0,11.9,1.32,36.2,32.7,46.0,1.5,N,Moderate
2024-01-30 12:00,2024-01-30,12,Tuesday,Central,Chennai,44.7,69.2,21.8,12.0,1.29,31.2,35.4,51.0,1.3,E,Moderate
2024-01-30 13:00,2024-01-30,13,Tuesday,Central,Chennai,53.9,79.5,24.4,15.4,0.69,27.3,35.2,52.0,3.5,NW,Moderate
2024-01-30 14:00,2024-01-30,14,Tuesday,Central,Chennai,47.1,67.6,23.6,6.0,1.22,19.7,33.8,50.0,6.4,SW,Moderate
2024-01-30 15:00,2024-01-30,15,Tuesday,Central,Chennai,48.0,67.4,23.7,8.4,1.56,30.9,30.3,55.0,9.1,W,Moderate
2024-01-30 16:00,2024-01-30,16,Tuesday,Central,Chennai,51.1,79.7,24.3,13.2,1.69,31.7,30.6,58.0,0.8,S,Moderate
2024-01-30 17:00,2024-01-30,17,Tuesday,Central,Chennai,78.8,117.6,38.3,17.5,1.46,28.8,28.1,56.0,1.7,NW,Poor
2024-01-30 18:00,2024-01-30,18,Tuesday,Central,Chennai,103.8,161.3,53.2,10.4,0.9,47.2,24.1,59.0,2.3,SE,Poor
2024-01-30 19:00,2024-01-30,19,Tuesday,Central,Chennai,78.6,126.9,42.3,7.4,1.44,39.4,22.8,64.0,1.0,NE,Poor
2024-01-30 20:00,2024-01-30,20,Tuesday,Central,Chennai,76.1,106.4,38.7,9.0,3.09,36.0,19.0,76.0,5.0,SE,Poor
2024-01-30 21:00,2024-01-30,21,Tuesday,Central,Chennai,65.3,93.0,32.9,12.3,1.67,30.5,21.8,81.0,11.4,S,Poor
2024-01-30 22:00,2024-01-30,22,Tuesday,Central,Chennai,60.6,85.1,26.8,9.3,1.06,37.9,19.3,76.0,4.7,NW,Poor
2024-01-30 23:00,2024-01-30,23,Tuesday,Central,Chennai,52.8,81.6,26.2,5.7,1.37,52.9,17.9,79.0,0.6,NW,Moderate
2024-01-01 00:00,2024-01-01,0,Monday,North,Chennai,49.9,76.0,22.7,16.9,1.06,24.4,18.9,79.0,1.7,NW,Moderate
2024-01-01 01:00,2024-01-01,1,Monday,North,Chennai,48.9,72.0,25.3,12.5,0.62,49.4,17.9,77.0,3.1,NW,Moderate
2024-01-01 02:00,2024-01-01,2,Monday,North,Chennai,40.7,62.7,20.8,13.9,1.08,25.9,20.3,81.0,1.0,NE,Moderate
2024-01-01 03:00,2024-01-01,3,Monday,North,Chennai,41.1,57.1,20.4,10.8,0.41,35.0,19.7,70.0,4.0,E,Moderate
2024-01-01 04:00,2024-01-01,4,Monday,North,Chennai,49.8,66.6,24.7,6.2,0.37,22.8,22.2,70.0,2.2,NW,Moderate
2024-01-01 05:00,2024-01-01,5,Monday,North,Chennai,41.1,67.4,20.1,8.8,1.23,46.7,23.9,70.0,2.1,SW,Moderate
2024-01-01 06:00,2024-01-01,6,Monday,North,Chennai,60.1,96.5,27.5,14.0,0.77,27.6,28.9,64.0,6.4,S,Poor
2024-01-01 07:00,2024-01-01,7,Monday,North,Chennai,70.0,102.1,38.2,12.1,1.85,50.7,27.8,57.0,0.7,SW,Poor
2024-01-01 08:00,2024-01-01,8,Monday,North,Chennai,89.6,141.3,40.3,13.8,0.87,32.7,29.2,57.0,0.9,E,Poor
2024-01-01 09:00,2024-01-01,9,Monday,North,Chennai,74.7,114.6,38.8,12.3,2.27,39.3,30.2,63.0,0.7,S,Poor
2024-01-01 10:00,2024-01-01,10,Monday,North,Chennai,54.4,85.8,27.3,8.2,1.58,39.8,34.0,52.0,2.2,SE,Moderate
2024-01-01 11:00,2024-01-01,11,Monday,North,Chennai,59.0,87.2,26.1,16.9,1.26,34.4,36.3,51.0,2.9,N,Moderate
2024-01-01 12:00,2024-01-01,12,Monday,North,Chennai,52.9,83.3,24.9,15.2,1.44,46.2,31.5,53.0,1.4,S,Moderate
2024-01-01 13:00,2024-01-01,13,Monday,North,Chennai,46.3,67.3,25.7,4.7,1.56,73.7,31.0,57.0,2.0,E,Moderate
2024-01-01 14:00,2024-01-01,14,Monday,North,Chennai,45.5,70.1,23.5,16.5,1.48,78.9,33.4,46.0,3.2,NW,Moderate
2024-01-01 15:00,2024-01-01,15,Monday,North,Chennai,55.9,87.8,26.7,16.8,1.14,65.8,33.2,62.0,2.4,E,Moderate
2024-01-01 16:00,2024-01-01,16,Monday,North,Chennai,47.0,71.4,23.2,9.3,0.57,52.8,30.5,50.0,1.1,NW,Moderate
2024-01-01 17:00,2024-01-01,17,Monday,North,Chennai,97.4,163.2,48.7,14.5,1.94,47.3,28.0,62.0,3.1,W,Poor
2024-01-01 18:00,2024-01-01,18,Monday,North,Chennai,85.7,135.1,47.4,13.4,1.17,44.0,24.3,63.0,2.7,SW,Poor
2024-01-01 19:00,2024-01-01,19,Monday,North,Chennai,77.6,118.5,41.2,16.7,3.07,27.0,23.6,67.0,4.6,W,Poor
2024-01-01 20:00,2024-01-01,20,Monday,North,Chennai,89.7,143.3,43.7,4.6,1.69,30.6,22.3,65.0,1.3,SE,Poor
2024-01-01 21:00,2024-01-01,21,Monday,North,Chennai,70.4,103.0,37.0,5.7,1.06,25.8,19.8,83.0,1.2,SW,Poor
2024-01-01 22:00,2024-01-01,22,Monday,North,Chennai,55.3,82.6,30.2,8.1,1.18,21.6,21.8,79.0,2.1,SW,Moderate
2024-01-01 23:00,2024-01-01,23,Monday,North,Chennai,56.9,91.9,24.7,14.1,0.61,50.8,19.4,82.0,3.2,SW,Moderate
2024-01-02 00:00,2024-01-02,0,Tuesday,North,Chennai,48.8,73.0,23.0,5.8,0.81,41.1,16.8,83.0,2.1,W,Moderate
2024-01-02 01:00,2024-01-02,1,Tuesday,North,Chennai,38.6,60.5,18.6,7.8,0.89,31.8,19.6,80.0,12.2,S,Moderate
2024-01-02 02:00,2024-01-02,2,Tuesday,North,Chennai,37.2,55.9,20.0,13.5,1.21,19.5,20.8,73.0,2.6,SW,Moderate
2024-01-02 03:00,2024-01-02,3,Tuesday,North,Chennai,46.3,72.1,26.2,7.1,1.09,28.6,18.9,85.0,0.8,NW,Moderate
2024-01-02 04:00,2024-01-02,4,Tuesday,North,Chennai,38.7,54.1,17.6,14.8,0.69,47.5,23.2,78.0,1.2,NW,Moderate
2024-01-02 05:00,2024-01-02,5,Tuesday,North,Chennai,28.3,44.1,11.8,7.5,0.33,44.9,24.3,66.0,0.9,SW,Good
2024-01-02 06:00,2024-01-02,6,Tuesday,North,Chennai,64.1,95.8,33.1,13.3,0.7,51.6,25.7,63.0,10.1,S,Poor
2024-01-02 07:00,2024-01-02,7,Tuesday,North,Chennai,71.2,109.4,34.5,11.4,1.66,52.7,27.4,59.0,1.7,SE,Poor
2024-01-02 08:00,2024-01-02,8,Tuesday,North,Chennai,94.9,144.5,45.6,12.6,0.63,50.8,29.5,55.0,1.5,W,Poor
2024-01-02 09:00,2024-01-02,9,Tuesday,North,Chennai,84.2,124.0,37.3,14.2,2.74,36.8,32.7,61.0,7.0,NW,Poor
2024-01-02 10:00,2024-01-02,10,Tuesday,North,Chennai,49.0,74.3,25.4,11.0,0.43,27.7,32.7,52.0,1.8,NE,Moderate
2024-01-02 11:00,2024-01-02,11,Tuesday,North,Chennai,55.6,84.9,28.2,14.6,0.53,28.3,32.8,47.0,1.2,NW,Moderate
2024-01-02 12:00,2024-01-02,12,Tuesday,North,Chennai,47.1,71.5,19.9,11.2,1.57,56.2,35.5,49.0,1.1,SE,Moderate
2024-01-02 13:00,2024-01-02,13,Tuesday,North,Chennai,47.0,69.0,22.8,6.7,1.68,66.8,34.1,46.0,0.7,SW,Moderate
2024-01-02 14:00,2024-01-02,14,Tuesday,North,Chennai,48.1,75.3,23.3,8.8,1.81,60.7,30.5,56.0,3.7,N,Moderate
2024-01-02 15:00,2024-01-02,15,Tuesday,North,Chennai,51.3,86.1,27.0,15.3,1.65,12.9,31.9,52.0,1.0,NE,Moderate
2024-01-02 16:00,2024-01-02,16,Tuesday,North,Chennai,36.9,61.3,18.2,10.0,0.65,43.9,28.3,55.0,3.7,N,Moderate
2024-01-02 17:00,2024-01-02,17,Tuesday,North,Chennai,85.5,133.3,42.2,17.0,2.86,41.7,30.2,63.0,7.7,W,Poor
2024-01-02 18:00,2024-01-02,18,Tuesday,North,Chennai,86.5,138.9,39.8,14.4,0.6,25.3,26.6,59.0,1.8,S,Poor
2024-01-02 19:00,2024-01-02,19,Tuesday,North,Chennai,93.3,154.2,45.9,17.1,1.53,49.0,25.3,65.0,8.3,W,Poor
2024-01-02 20:00,2024-01-02,20,Tuesday,North,Chennai,57.7,94.4,27.3,10.1,1.12,30.0,22.6,76.0,3.6,SE,Moderate
2024-01-02 21:00,2024-01-02,21,Tuesday,North,Chennai,49.8,70.7,23.1,17.6,1.61,32.9,19.7,70.0,0.8,S,Moderate
2024-01-02 22:00,2024-01-02,22,Tuesday,North,Chennai,63.5,90.6,27.3,6.6,1.2,19.1,19.6,81.0,1.2,E,Poor
2024-01-02 23:00,2024-01-02,23,Tuesday,North,Chennai,57.5,84.7,32.4,5.5,2.09,47.3,18.0,81.0,0.6,N,Moderate
2024-01-03 00:00,2024-01-03,0,Wednesday,North,Chennai,49.8,76.3,26.5,14.6,2.08,39.8,19.2,81.0,1.5,NE,Moderate
2024-01-03 01:00,2024-01-03,1,Wednesday,North,Chennai,25.6,39.0,11.1,10.6,0.94,24.4,18.8,70.0,3.4,N,Good
2024-01-03 02:00,2024-01-03,2,Wednesday,North,Chennai,37.6,62.0,16.9,6.1,0.84,29.6,20.1,83.0,6.3,N,Moderate
2024-01-03 03:00,2024-01-03,3,Wednesday,North,Chennai,40.2,63.0,19.8,6.9,1.35,25.7,18.2,82.0,2.5,SW,Moderate
2024-01-03 04:00,2024-01-03,4,Wednesday,North,Chennai,36.3,58.4,17.2,13.5,1.04,27.6,21.4,71.0,8.2,N,Moderate
2024-01-03 05:00,2024-01-03,5,Wednesday,North,Chennai,37.8,57.2,20.1,5.4,0.8,30.3,22.5,71.0,7.3,N,Moderate
2024-01-03 06:00,2024-01-03,6,Wednesday,North,Chennai,53.1,76.4,24.7,8.2,1.52,52.9,26.3,71.0,2.5,SE,Moderate
2024-01-03 07:00,2024-01-03,7,Wednesday,North,Chennai,83.0,130.2,39.3,13.5,2.0,35.1,27.1,61.0,2.2,N,Poor
2024-01-03 08:00,2024-01-03,8,Wednesday,North,Chennai,66.9,96.9,28.7,17.1,2.85,27.6,30.1,58.0,1.2,E,Poor
2024-01-03 09:00,2024-01-03,9,Wednesday,North,Chennai,108.8,160.9,52.6,17.4,2.07,29.5,30.3,50.0,1.1,SW,Poor
2024-01-03 10:00,2024-01-03,10,Wednesday,North,Chennai,48.9,67.1,25.2,8.5,1.34,34.1,32.0,48.0,2.2,S,Moderate
2024-01-03 11:00,2024-01-03,11,Wednesday,North,Chennai,46.5,71.5,23.6,17.7,1.27,49.4,33.8,52.0,2.3,S,Moderate
2024-01-03 12:00,2024-01-03,12,Wednesday,North,Chennai,44.9,68.1,23.1,11.2,1.19,21.4,32.3,60.0,0.8,SW,Moderate
2024-01-03 13:00,2024-01-03,13,Wednesday,North,Chennai,47.9,75.2,24.7,4.3,1.09,33.2,32.7,49.0,1.2,SE,Moderate
2024-01-03 14:00,2024-01-03,14,Wednesday,North,Chennai,52.7,82.6,25.8,18.0,0.63,59.2,32.1,53.0,3.6,W,Moderate
2024-01-03 15:00,2024-01-03,15,Wednesday,North,Chennai,54.2,82.5,25.0,5.9,1.11,33.5,31.1,55.0,1.5,SW,Moderate
2024-01-03 16:00,2024-01-03,16,Wednesday,North,Chennai,55.5,80.2,26.1,17.5,1.33,39.7,29.9,56.0,1.1,SE,Moderate
2024-01-03 17:00,2024-01-03,17,Wednesday,North,Chennai,79.2,133.6,40.9,17.2,1.54,35.8,27.6,54.0,0.5,NE,Poor
2024-01-03 18:00,2024-01-03,18,Wednesday,North,Chennai,93.1,138.7,42.5,8.8,2.73,30.2,26.6,64.0,1.4,SE,Poor
2024-01-03 19:00,2024-01-03,19,Wednesday,North,Chennai,93.9,155.1,50.1,4.8,2.14,24.8,21.4,65.0,1.2,W,Poor
2024-01-03 20:00,2024-01-03,20,Wednesday,North,Chennai,91.4,144.3,48.4,12.1,2.02,40.9,20.6,77.0,11.2,S,Poor
2024-01-03 21:00,2024-01-03,21,Wednesday,North,Chennai,61.6,92.8,28.7,14.1,1.91,39.0,22.1,75.0,0.6,E,Poor
2024-01-03 22:00,2024-01-03,22,Wednesday,North,Chennai,47.6,72.2,24.5,12.4,1.97,24.3,16.7,88.0,7.2,NW,Moderate
2024-01-03 23:00,2024-01-03,23,Wednesday,North,Chennai,57.5,88.7,26.8,11.9,1.13,46.8,18.3,82.0,2.6,NW,Moderate
2024-01-04 00:00,2024-01-04,0,Thursday,North,Chennai,56.8,87.0,26.4,17.1,0.94,21.7,19.5,71.0,4.0,E,Moderate
2024-01-04 01:00,2024-01-04,1,Thursday,North,Chennai,42.2,66.7,19.8,4.8,1.14,21.5,17.9,78.0,3.3,SW,Moderate
2024-01-04 02:00,2024-01-04,2,Thursday,North,Chennai,46.7,69.0,25.5,6.1,0.98,31.9,20.8,78.0,2.7,NE,Moderate
2024-01-04 03:00,2024-01-04,3,Thursday,North,Chennai,35.4,55.1,17.2,11.5,0.65,29.2,20.2,81.0,1.3,E,Moderate
2024-01-04 04:00,2024-01-04,4,Thursday,North,Chennai,40.0,54.1,15.7,6.4,1.27,51.4,20.9,69.0,0.6,NW,Moderate
2024-01-04 05:00,2024-01-04,5,Thursday,North,Chennai,41.2,61.1,20.9,12.8,0.57,30.7,21.4,73.0,3.7,SW,Moderate
2024-01-04 06:00,2024-01-04,6,Thursday,North,Chennai,63.1,101.0,30.9,9.2,1.32,48.0,29.6,66.0,0.9,S,Poor
2024-01-04 07:00,2024-01-04,7,Thursday,North,Chennai,85.3,127.0,42.3,17.1,2.72,45.8,27.7,64.0,5.9,NE,Poor
2024-01-04 08:00,2024-01-04,8,Thursday,North,Chennai,79.1,113.0,34.9,16.3,0.78,50.5,30.3,59.0,3.1,SW,Poor
2024-01-04 09:00,2024-01-04,9,Thursday,North,Chennai,79.5,121.8,43.7,14.8,1.59,45.4,33.1,56.0,6.1,N,Poor
2024-01-04 10:00,2024-01-04,10,Thursday,North,Chennai,62.5,97.0,30.5,14.7,0.73,31.1,33.0,59.0,2.8,W,Poor
2024-01-04 11:00,2024-01-04,11,Thursday,North,Chennai,41.7,60.3,17.3,8.1,1.19,54.2,32.3,52.0,1.6,N,Moderate
2024-01-04 12:00,2024-01-04,12,Thursday,North,Chennai,51.0,74.0,27.1,14.7,1.02,39.0,34.6,51.0,0.6,W,Moderate
2024-01-04 13:00,2024-01-04,13,Thursday,North,Chennai,54.1,84.5,24.0,8.2,0.43,33.0,32.7,46.0,4.7,S,Moderate
2024-01-04 14:00,2024-01-04,14,Thursday,North,Chennai,51.2,84.2,22.2,17.8,0.63,62.0,34.4,50.0,4.0,N,Moderate
2024-01-04 15:00,2024-01-04,15,Thursday,North,Chennai,47.5,76.0,20.7,11.2,0.76,80.9,31.9,52.0,4.5,SW,Moderate
2024-01-04 16:00,2024-01-04,16,Thursday,North,Chennai,55.4,79.8,30.9,17.5,1.01,26.0,31.5,56.0,3.2,NE,Moderate
2024-01-04 17:00,2024-01-04,17,Thursday,North,Chennai,84.6,128.0,44.6,11.7,1.13,31.8,28.2,59.0,4.0,NW,Poor
2024-01-04 18:00,2024-01-04,18,Thursday,North,Chennai,99.4,158.3,49.2,7.7,2.23,26.1,26.3,59.0,0.7,NE,Poor
2024-01-04 19:00,2024-01-04,19,Thursday,North,Chennai,86.1,119.0,40.7,11.0,1.48,28.8,27.1,65.0,2.7,S,Poor
2024-01-04 20:00,2024-01-04,20,Thursday,North,Chennai,73.8,110.3,40.1,17.7,0.92,20.1,21.9,68.0,3.8,N,Poor
2024-01-04 21:00,2024-01-04,21,Thursday,North,Chennai,51.8,79.6,26.4,17.8,2.19,45.8,21.4,74.0,3.5,W,Moderate
2024-01-04 22:00,2024-01-04,22,Thursday,North,Chennai,48.8,73.3,23.7,15.7,2.15,50.5,19.0,76.0,3.8,E,Moderate
2024-01-04 23:00,2024-01-04,23,Thursday,North,Chennai,65.1,106.3,34.6,9.1,1.73,28.7,18.6,84.0,5.2,N,Poor
2024-01-05 00:00,2024-01-05,0,Friday,North,Chennai,55.5,90.1,28.6,17.2,1.2,23.3,16.9,77.0,2.9,NW,Moderate
2024-01-05 01:00,2024-01-05,1,Friday,North,Chennai,42.9,68.0,21.0,10.4,0.68,27.9,17.4,75.0,1.9,SE,Moderate
2024-01-05 02:00,2024-01-05,2,Friday,North,Chennai,39.0,54.4,19.7,12.6,1.3,42.5,19.3,76.0,5.1,W,Moderate
2024-01-05 03:00,2024-01-05,3,Friday,North,Chennai,33.7,50.2,17.0,13.7,1.27,48.5,21.2,76.0,0.5,SE,Moderate
2024-01-05 04:00,2024-01-05,4,Friday,North,Chennai,40.4,59.2,19.6,6.4,1.04,34.7,19.8,79.0,1.8,SE,Moderate
2024-01-05 05:00,2024-01-05,5,Friday,North,Chennai,36.1,52.5,15.5,6.6,1.5,49.1,23.2,69.0,6.4,SE,Moderate
2024-01-05 06:00,2024-01-05,6,Friday,North,Chennai,54.2,82.3,28.4,7.8,1.47,39.4,24.3,68.0,0.8,E,Moderate
2024-01-05 07:00,2024-01-05,7,Friday,North,Chennai,62.9,93.9,32.8,14.8,1.41,22.8,28.8,69.0,0.9,NW,Poor
2024-01-05 08:00,2024-01-05,8,Friday,North,Chennai,85.1,128.3,40.4,5.4,0.89,27.3,29.7,62.0,4.1,NW,Poor
2024-01-05 09:00,2024-01-05,9,Friday,North,Chennai,96.3,143.9,46.1,12.9,2.87,22.9,30.6,50.0,2.0,N,Poor
2024-01-05 10:00,2024-01-05,10,Friday,North,Chennai,43.4,67.2,20.3,14.3,1.75,30.1,35.9,52.0,7.4,SE,Moderate
2024-01-05 11:00,2024-01-05,11,Friday,North,Chennai,56.7,88.4,27.8,5.2,0.56,19.0,34.9,48.0,5.0,N,Moderate
2024-01-05 12:00,2024-01-05,12,Friday,North,Chennai,54.4,90.2,27.6,4.6,0.38,53.9,37.6,51.0,8.0,N,Moderate
2024-01-05 13:00,2024-01-05,13,Friday,North,Chennai,49.5,72.2,23.3,6.5,1.96,36.3,33.5,47.0,0.9,S,Moderate
2024-01-05 14:00,2024-01-05,14,Friday,North,Chennai,59.8,99.9,32.4,5.1,1.24,13.1,31.0,55.0,2.3,NE,Moderate
2024-01-05 15:00,2024-01-05,15,Friday,North,Chennai,59.4,88.5,28.8,10.9,0.91,75.9,30.9,49.0,0.9,SE,Moderate
2024-01-05 16:00,2024-01-05,16,Friday,North,Chennai,48.4,74.6,24.2,9.2,0.96,32.1,28.5,60.0,0.8,N,Moderate
2024-01-05 17:00,2024-01-05,17,Friday,North,Chennai,94.3,139.4,37.4,17.9,2.93,41.2,24.7,60.0,7.7,W,Poor
2024-01-05 18:00,2024-01-05,18,Friday,North,Chennai,90.7,133.6,47.0,17.0,0.86,42.4,28.4,63.0,2.2,SE,Poor
2024-01-05 19:00,2024-01-05,19,Friday,North,Chennai,83.8,129.3,36.2,10.3,1.06,34.6,23.5,70.0,8.4,SW,Poor
2024-01-05 20:00,2024-01-05,20,Friday,North,Chennai,86.2,132.9,36.6,13.1,0.66,48.1,21.8,73.0,0.9,N,Poor
2024-01-05 21:00,2024-01-05,21,Friday,North,Chennai,59.6,84.2,28.7,10.5,1.93,30.5,21.9,73.0,3.0,S,Moderate
2024-01-05 22:00,2024-01-05,22,Friday,North,Chennai,57.2,84.8,31.3,5.3,2.08,31.8,16.2,72.0,4.3,SE,Moderate
2024-01-05 23:00,2024-01-05,23,Friday,North,Chennai,54.0,83.7,28.6,16.3,0.75,25.0,18.3,79.0,0.5,E,Moderate
2024-01-06 00:00,2024-01-06,0,Saturday,North,Chennai,48.9,75.2,23.1,17.4,1.17,29.5,17.1,86.0,1.6,NE,Moderate
2024-01-06 01:00,2024-01-06,1,Saturday,North,Chennai,40.1,57.0,19.8,13.9,1.24,50.1,19.1,81.0,5.0,NW,Moderate
2024-01-06 02:00,2024-01-06,2,Saturday,North,Chennai,38.8,57.0,16.6,8.9,0.57,43.2,22.0,81.0,2.8,SE,Moderate
2024-01-06 03:00,2024-01-06,3,Saturday,North,Chennai,35.2,52.8,16.9,16.1,1.52,44.2,20.3,78.0,2.7,SE,Moderate
2024-01-06 04:00,2024-01-06,4,Saturday,North,Chennai,38.7,59.0,18.1,14.6,1.1,35.3,21.4,72.0,5.0,SW,Moderate
2024-01-06 05:00,2024-01-06,5,Saturday,North,Chennai,30.9,48.4,16.2,14.7,1.34,28.0,25.8,70.0,0.7,S,Moderate
2024-01-06 06:00,2024-01-06,6,Saturday,North,Chennai,44.1,65.4,25.4,7.0,1.31,18.8,27.0,64.0,0.8,NE,Moderate
2024-01-06 07:00,2024-01-06,7,Saturday,North,Chennai,87.2,126.5,44.4,5.6,1.51,25.8,26.7,63.0,2.4,NE,Poor
2024-01-06 08:00,2024-01-06,8,Saturday,North,Chennai,61.8,93.7,28.8,10.4,1.39,43.1,28.8,48.0,1.1,SE,Poor
2024-01-06 09:00,2024-01-06,9,Saturday,North,Chennai,80.7,123.5,39.4,4.3,2.87,48.7,29.7,58.0,6.1,SW,Poor
2024-01-06 10:00,2024-01-06,10,Saturday,North,Chennai,39.3,54.8,18.9,14.2,1.25,44.9,33.9,55.0,2.5,N,Moderate
2024-01-06 11:00,2024-01-06,11,Saturday,North,Chennai,42.4,69.5,18.7,16.3,0.73,44.1,37.8,48.0,6.8,N,Moderate
2024-01-06 12:00,2024-01-06,12,Saturday,North,Chennai,36.5,56.2,16.8,15.7,1.92,63.1,32.4,50.0,1.9,NW,Moderate
2024-01-06 13:00,2024-01-06,13,Saturday,North,Chennai,42.4,63.4,20.5,13.8,0.59,73.7,33.1,53.0,1.2,SE,Moderate
2024-01-06 14:00,2024-01-06,14,Saturday,North,Chennai,50.4,76.8,23.8,15.8,0.67,44.5,34.7,50.0,6.1,W,Moderate
2024-01-06 15:00,2024-01-06,15,Saturday,North,Chennai,42.6,65.8,19.3,5.2,1.94,30.1,31.2,51.0,1.3,SW,Moderate
2024-01-06 16:00,2024-01-06,16,Saturday,North,Chennai,51.0,74.8,23.4,16.4,1.29,47.5,33.1,58.0,1.5,E,Moderate
2024-01-06 17:00,2024-01-06,17,Saturday,North,Chennai,81.5,123.0,44.7,17.3,0.7,35.1,28.1,54.0,0.6,SE,Poor
2024-01-06 18:00,2024-01-06,18,Saturday,North,Chennai,78.1,115.2,33.8,11.1,1.16,19.2,26.0,57.0,1.2,NW,Poor
